ward,year,category,cost
28,2018,Street Redesign,40000
28,2018,Street Resurfacing,494167
28,2023,Alleys,210680
28,2023,Lighting,662900
28,2023,Misc.,9025
28,2023,Sidewalk Repair,77820
28,2023,Street Resurfacing,436812
29,2012,Alleys,345759
29,2012,Lighting,448350
29,2012,Sidewalk Repair,35942
29,2012,Street Redesign,3700
29,2012,Street Resurfacing,484895
29,2013,Alleys,47183
29,2013,Lighting,216000
29,2013,Misc.,11654
29,2013,Sidewalk Repair,40503
29,2013,Street Redesign,14800
29,2013,Street Resurfacing,973861
29,2014,Alleys,49038
29,2014,Lighting,597500
29,2014,Misc.,5200
29,2014,Street Resurfacing,667578
29,2015,Alleys,229614
29,2015,Sidewalk Repair,10667
29,2015,Street Redesign,16200
29,2015,Street Resurfacing,1056121
29,2016,Alleys,185443
29,2016,Misc.,385000
29,2016,Sidewalk Repair,111670
29,2016,Street Redesign,24801
29,2016,Street Resurfacing,441636
29,2017,Alleys,155318
29,2017,Beautification,54009
29,2017,Misc.,93336
29,2017,Pedestrian Infrastructure,60000
29,2017,Sidewalk Repair,60563
29,2017,Street Redesign,17920
29,2017,Street Resurfacing,878852
29,2018,Alleys,104626
29,2018,Lighting,500
29,2018,Misc.,49076
29,2018,Misc. CDOT,57350
29,2018,Parks,55700
29,2018,Pedestrian Infrastructure,41423
29,2018,Sidewalk Repair,51708
29,2018,Street Resurfacing,959616
29,2023,Alleys,459635
29,2023,Beautification,50000
29,2023,Lighting,500
29,2023,Misc.,14640
29,2023,Misc. CDOT,47810
29,2023,Parks,92000
29,2023,Sidewalk Repair,163838
29,2023,Street Redesign,47921
29,2023,Street Resurfacing,623654
30,2012,Alleys,301646
30,2012,Lighting,7800
30,2012,Misc.,22814
30,2012,Pedestrian Infrastructure,23162
30,2012,Sidewalk Repair,374705
30,2012,Street Redesign,11100
30,2012,Street Resurfacing,578671
30,2013,Alleys,51419
30,2013,Lighting,89400
30,2013,Misc.,27687
30,2013,Pedestrian Infrastructure,1100
30,2013,Sidewalk Repair,74066
30,2013,Street Redesign,16650
30,2013,Street Resurfacing,1055677
30,2014,Alleys,10972
30,2014,Lighting,141800
30,2014,Misc.,270
30,2014,Sidewalk Repair,20473
30,2014,Street Resurfacing,1146099
30,2015,Alleys,257469
30,2015,Lighting,1200
30,2015,Pedestrian Infrastructure,350
30,2015,Sidewalk Repair,247622
30,2015,Street Redesign,40100
30,2015,Street Resurfacing,769037
30,2016,Alleys,307727
30,2016,Lighting,108317
30,2016,Misc.,90000
30,2016,Pedestrian Infrastructure,31461
30,2016,Sidewalk Repair,254553
30,2016,Street Redesign,14957
30,2016,Street Resurfacing,512985
30,2017,Alleys,316771
30,2017,Lighting,228633
30,2017,Misc.,48217
30,2017,Sidewalk Repair,254256
30,2017,Street Resurfacing,472120
30,2018,Alleys,269798
30,2018,Misc.,44400
30,2018,Parks,45000
30,2018,Police Cameras,27011
30,2018,Sidewalk Repair,378331
30,2018,Street Redesign,3700
30,2018,Street Resurfacing,551767
30,2023,Alleys,509407
30,2023,Lighting,347299
30,2023,Misc.,14640
30,2023,Misc. CDOT,101
30,2023,Sidewalk Repair,262691
30,2023,Street Resurfacing,308175
31,2012,Alleys,137763
31,2012,Lighting,237100
31,2012,Misc.,17250
31,2012,Street Redesign,22200
31,2012,Street Resurfacing,905685
31,2013,Alleys,158786
31,2013,Lighting,75200
31,2013,Misc.,10703
31,2013,Pedestrian Infrastructure,4350
31,2013,Sidewalk Repair,427
31,2013,Street Redesign,11100
31,2013,Street Resurfacing,1059385
31,2014,Alleys,101535
31,2014,Lighting,303250
31,2014,Misc.,1597
31,2014,Pedestrian Infrastructure,1900
31,2014,Sidewalk Repair,65803
31,2014,Street Redesign,25900
31,2014,Street Resurfacing,818575
31,2015,Alleys,6300
31,2015,Lighting,468400
31,2015,Pedestrian Infrastructure,15211
31,2015,Sidewalk Repair,55810
31,2015,Street Redesign,9250
31,2015,Street Resurfacing,615334
31,2016,Alleys,139502
31,2016,Lighting,333000
31,2016,Misc.,7999
31,2016,Pedestrian Infrastructure,600
31,2016,Sidewalk Repair,141905
31,2016,Street Redesign,108350
31,2016,Street Resurfacing,243554
31,2016,Viaducts,94400
31,2017,Alleys,306963
31,2017,Lighting,414131
31,2017,Misc.,80223
31,2017,Parks,100000
31,2017,Sidewalk Repair,81584
31,2017,Street Resurfacing,252948
31,2017,Viaducts,84148
31,2018,Alleys,61226
31,2018,Misc.,3700
31,2018,Police Cameras,13506
31,2018,Sidewalk Repair,109193
31,2018,Street Resurfacing,1132376
31,2023,Alleys,347375
31,2023,Lighting,494500
31,2023,Misc.,16066
31,2023,Misc. CDOT,3900
31,2023,Parks,11882
31,2023,Pedestrian Infrastructure,6367
31,2023,Sidewalk Repair,122486
31,2023,Street Redesign,4400
31,2023,Street Resurfacing,493024
32,2012,Alleys,44500
32,2012,Pedestrian Infrastructure,46098
32,2012,Street Redesign,14150
32,2012,Street Resurfacing,1214746
32,2013,Alleys,34083
32,2013,Misc.,3700
32,2013,Street Resurfacing,1282214
32,2014,Alleys,58667
32,2014,Bicycle Infrastructure,5000
32,2014,Lighting,9400
32,2014,Misc.,5200
32,2014,Parks,150000
32,2014,Pedestrian Infrastructure,5650
32,2014,Sidewalk Repair,12370
32,2014,Street Redesign,7400
32,2014,Street Resurfacing,1060412
32,2015,Alleys,5477
32,2015,Parks,150000
32,2015,Pedestrian Infrastructure,1200
32,2015,Sidewalk Repair,10288
32,2015,Street Redesign,5550
32,2015,Street Resurfacing,1142580
32,2016,Alleys,248020
32,2016,Lighting,1200
32,2016,Misc.,70557
32,2016,Pedestrian Infrastructure,3100
32,2016,Sidewalk Repair,23537
32,2016,Street Redesign,37000
32,2016,Street Resurfacing,810290
32,2016,Viaducts,16000
32,2017,Alleys,70128
32,2017,Lighting,1000
32,2017,Misc.,30139
32,2017,Pedestrian Infrastructure,30600
32,2017,Sidewalk Repair,213199
32,2017,Street Redesign,2525
32,2017,Street Resurfacing,972407
32,2018,Alleys,172772
32,2018,Lighting,88000
32,2018,Misc.,38850
32,2018,Pedestrian Infrastructure,29639
32,2018,Sidewalk Repair,89568
32,2018,Street Redesign,7871
32,2018,Street Resurfacing,893302
32,2023,Alleys,770552
32,2023,Misc.,7320
32,2023,Parks,50000
32,2023,Pedestrian Infrastructure,79241
32,2023,Sidewalk Repair,5729
32,2023,Street Redesign,10505
32,2023,Street Resurfacing,568812
33,2012,Alleys,37959
33,2012,Lighting,1011350
33,2012,Misc.,660
33,2012,Pedestrian Infrastructure,800
33,2012,Sidewalk Repair,23508
33,2012,Street Resurfacing,245636
33,2013,Alleys,336498
33,2013,Lighting,432400
33,2013,Misc.,122471
33,2013,Pedestrian Infrastructure,1900
33,2013,Sidewalk Repair,53408
33,2013,Street Resurfacing,373322
33,2014,Alleys,94357
33,2014,Lighting,288000
33,2014,Misc.,18510
33,2014,Parks,13404
33,2014,Pedestrian Infrastructure,4400
33,2014,Sidewalk Repair,22910
33,2014,Street Redesign,3700
33,2014,Street Resurfacing,874718
33,2015,Alleys,576180
33,2015,Lighting,469200
33,2015,Misc.,75000
33,2015,Misc. CDOT,3500
33,2015,Parks,25000
33,2015,Pedestrian Infrastructure,20100
33,2015,Sidewalk Repair,35189
33,2015,Street Resurfacing,97983
33,2016,Alleys,446908
33,2016,Lighting,637000
33,2016,Misc.,126822
33,2016,Parks,33500
33,2016,Pedestrian Infrastructure,5781
33,2016,Sidewalk Repair,22517
33,2016,Street Redesign,9250
33,2017,Alleys,454964
33,2017,Beautification,10000
33,2017,Lighting,442500
33,2017,Misc.,78120
33,2017,Misc. CDOT,490
33,2017,Parks,64802
33,2017,Sidewalk Repair,43125
33,2017,Street Redesign,45780
33,2017,Street Resurfacing,180215
33,2018,Alleys,483394
33,2018,Lighting,380000
33,2018,Misc.,33673
33,2018,Misc. CDOT,3500
33,2018,Sidewalk Repair,102827
33,2018,Street Redesign,1548
33,2018,Street Resurfacing,315057
33,2023,Alleys,361508
33,2023,Bicycle Infrastructure,106763
33,2023,Misc.,249984
33,2023,Parks,94564
33,2023,Pedestrian Infrastructure,225000
33,2023,Sidewalk Repair,196675
33,2023,Street Resurfacing,261252
34,2012,Alleys,81690
34,2012,Lighting,409555
34,2012,Misc.,117177
34,2012,Sidewalk Repair,231849
34,2012,Street Redesign,70147
34,2012,Street Resurfacing,409546
34,2013,Alleys,43765
34,2013,Lighting,237750
34,2013,Misc.,11950
34,2013,Sidewalk Repair,283569
34,2013,Street Redesign,55500
34,2013,Street Resurfacing,687464
34,2014,Alleys,29056
34,2014,Lighting,4350
34,2014,Misc.,0
34,2014,Pedestrian Infrastructure,550
34,2014,Sidewalk Repair,365335
34,2014,Street Redesign,37000
34,2014,Street Resurfacing,882380
34,2015,Alleys,17000
34,2015,Lighting,651150
34,2015,Misc.,154150
34,2015,Sidewalk Repair,127681
34,2015,Street Redesign,6650
34,2015,Street Resurfacing,306472
34,2016,Alleys,52967
34,2016,Lighting,187000
34,2016,Misc.,156731
34,2016,Sidewalk Repair,91240
34,2016,Street Redesign,94982
34,2016,Street Resurfacing,616490
34,2017,Alleys,103597
34,2017,Lighting,453750
34,2017,Misc.,9250
34,2017,Pedestrian Infrastructure,25407
34,2017,Sidewalk Repair,100419
34,2017,Street Redesign,25434
34,2017,Street Resurfacing,602143
34,2018,Alleys,113882
34,2018,Lighting,184800
34,2018,Misc.,9250
34,2018,Sidewalk Repair,236328
34,2018,Street Redesign,7014
34,2018,Street Resurfacing,768728
34,2023,Alleys,52448
34,2023,Sidewalk Repair,170669
34,2023,Street Resurfacing,170717
35,2012,Alleys,16199
35,2012,Lighting,729000
35,2012,Pedestrian Infrastructure,75711
35,2012,Sidewalk Repair,150057
35,2012,Street Redesign,7400
35,2012,Street Resurfacing,341384
35,2013,Alleys,48304
35,2013,Lighting,512000
35,2013,Misc.,297000
35,2013,Parks,21732
35,2013,Pedestrian Infrastructure,35726
35,2013,Sidewalk Repair,25273
35,2013,Street Redesign,25900
35,2013,Street Resurfacing,354065
35,2014,Alleys,48412
35,2014,Lighting,590600
35,2014,Misc.,39392
35,2014,Pedestrian Infrastructure,1900
35,2014,Sidewalk Repair,202468
35,2014,Street Redesign,27750
35,2014,Street Resurfacing,405671
35,2015,Alleys,44364
35,2015,Bicycle Infrastructure,74897
35,2015,Lighting,576000
35,2015,Misc.,11450
35,2015,Pedestrian Infrastructure,14011
35,2015,Street Resurfacing,591533
35,2016,Alleys,337805
35,2016,Bicycle Infrastructure,15968
35,2016,Lighting,439000
35,2016,Misc.,439533
35,2016,Pedestrian Infrastructure,2750
35,2016,Sidewalk Repair,39948
35,2016,Street Redesign,3700
35,2017,Alleys,316871
35,2017,Lighting,405000
35,2017,Misc.,26650
35,2017,Pedestrian Infrastructure,146814
35,2017,Sidewalk Repair,26728
35,2017,Street Redesign,89307
35,2017,Street Resurfacing,308630
35,2018,Alleys,527158
35,2018,Lighting,121000
35,2018,Misc.,52422
35,2018,Pedestrian Infrastructure,2500
35,2018,Sidewalk Repair,83258
35,2018,Street Redesign,8400
35,2018,Street Resurfacing,525260
35,2023,Alleys,264874
35,2023,Beautification,40000
35,2023,Bicycle Infrastructure,114500
35,2023,Lighting,75681
35,2023,Misc.,19520
35,2023,Misc. CDOT,2600
35,2023,Pedestrian Infrastructure,78161
35,2023,Sidewalk Repair,297281
35,2023,Street Resurfacing,205080
36,2012,Alleys,51127
36,2012,Misc.,525
36,2012,Parks,85301
36,2012,Sidewalk Repair,70590
36,2012,Street Redesign,14800
36,2012,Street Resurfacing,1097657
36,2013,Alleys,1400
36,2013,Misc.,2090
36,2013,Parks,310277
36,2013,Pedestrian Infrastructure,2850
36,2013,Street Resurfacing,1003385
36,2014,Alleys,1400
36,2014,Misc.,0
36,2014,Pedestrian Infrastructure,950
36,2014,Sidewalk Repair,17859
36,2014,Street Redesign,16650
36,2014,Street Resurfacing,1283140
36,2015,Misc.,9550
36,2015,Misc. CDOT,51849
36,2015,Parks,43464
36,2015,Pedestrian Infrastructure,350
36,2015,Sidewalk Repair,20962
36,2015,Street Redesign,8900
36,2015,Street Resurfacing,1180764
36,2016,Alleys,2100
36,2016,Misc.,175000
36,2016,Parks,10000
36,2016,Pedestrian Infrastructure,46211
36,2016,Sidewalk Repair,31931
36,2016,Street Redesign,31450
36,2016,Street Resurfacing,899805
36,2017,Alleys,14959
36,2017,Lighting,500
36,2017,Misc.,49837
36,2017,Misc. CDOT,2350
36,2017,Parks,435000
36,2017,Pedestrian Infrastructure,59232
36,2017,Sidewalk Repair,160870
36,2017,Street Resurfacing,597250
36,2018,Alleys,129851
36,2018,Misc.,75350
36,2018,Pedestrian Infrastructure,10245
36,2018,Police Cameras,13506
36,2018,Sidewalk Repair,153916
36,2018,Street Redesign,35199
36,2018,Street Resurfacing,901931
36,2023,Alleys,537795
36,2023,Lighting,950
36,2023,Misc. CDOT,660
36,2023,Parks,1020
36,2023,Sidewalk Repair,286521
36,2023,Street Resurfacing,623924
37,2012,Alleys,30109
37,2012,Lighting,599450
37,2012,Misc.,13890
37,2012,Sidewalk Repair,67341
37,2012,Street Redesign,24050
37,2012,Street Resurfacing,585043
37,2013,Alleys,45854
37,2013,Lighting,843000
37,2013,Misc.,0
37,2013,Sidewalk Repair,2503
37,2013,Street Redesign,5550
37,2013,Street Resurfacing,423092
37,2014,Alleys,21633
37,2014,Lighting,516245
37,2014,Misc.,0
37,2014,Sidewalk Repair,41217
37,2014,Street Redesign,14800
37,2014,Street Resurfacing,726105
37,2015,Alleys,35007
37,2015,Lighting,744205
37,2015,Pedestrian Infrastructure,1200
37,2015,Sidewalk Repair,83424
37,2015,Street Redesign,29600
37,2015,Street Resurfacing,426566
37,2016,Alleys,2800
37,2016,Lighting,675000
37,2016,Misc.,495
37,2016,Pedestrian Infrastructure,600
37,2016,Sidewalk Repair,58706
37,2016,Street Redesign,16650
37,2016,Street Resurfacing,562304
37,2017,Alleys,70486
37,2017,Bicycle Infrastructure,45000
37,2017,Lighting,156000
37,2017,Misc.,49598
37,2017,Pedestrian Infrastructure,40600
37,2017,Sidewalk Repair,372553
37,2017,Street Redesign,7245
37,2017,Street Resurfacing,578518
37,2018,Alleys,631154
37,2018,Misc.,18842
37,2018,Misc. CDOT,660
37,2018,Pedestrian Infrastructure,2400
37,2018,Sidewalk Repair,144436
37,2018,Street Redesign,11005
37,2018,Street Resurfacing,511503
37,2023,Alleys,247067
37,2023,Lighting,340000
37,2023,Misc.,37397
37,2023,Misc. CDOT,2100
37,2023,Pedestrian Infrastructure,35045
37,2023,Sidewalk Repair,124642
37,2023,Street Resurfacing,327543
38,2012,Alleys,66861
38,2012,Lighting,3000
38,2012,Misc.,198217
38,2012,Pedestrian Infrastructure,410
38,2012,Sidewalk Repair,114345
38,2012,Street Redesign,14800
38,2012,Street Resurfacing,922366
38,2013,Alleys,273740
38,2013,Lighting,7450
38,2013,Misc.,96227
38,2013,Pedestrian Infrastructure,1500
38,2013,Sidewalk Repair,108226
38,2013,Street Redesign,3800
38,2013,Street Resurfacing,828498
38,2014,Lighting,1240
38,2014,Misc.,0
38,2014,Sidewalk Repair,21862
38,2014,Street Redesign,7400
38,2014,Street Resurfacing,1289495
38,2015,Alleys,9247
38,2015,Lighting,1360
38,2015,Misc.,20650
38,2015,Misc. CDOT,1849
38,2015,Pedestrian Infrastructure,1200
38,2015,Street Redesign,14800
38,2015,Street Resurfacing,1268672
38,2016,Alleys,1400
38,2016,Misc.,0
38,2016,Sidewalk Repair,25475
38,2016,Street Redesign,1478
38,2016,Street Resurfacing,1289658
38,2017,Misc.,13700
38,2017,Sidewalk Repair,62737
38,2017,Street Resurfacing,1243562
38,2018,Misc.,9250
38,2018,Street Resurfacing,1310750
38,2023,Alleys,103545
38,2023,Lighting,500
38,2023,Misc.,17080
38,2023,Misc. CDOT,660
38,2023,Parks,50000
38,2023,Sidewalk Repair,23000
38,2023,Street Resurfacing,969527
39,2012,Alleys,90254
39,2012,Lighting,384000
39,2012,Misc.,264865
39,2012,Sidewalk Repair,14318
39,2012,Street Resurfacing,566562
39,2013,Alleys,42803
39,2013,Lighting,31571
39,2013,Misc.,167621
39,2013,Pedestrian Infrastructure,2850
39,2013,Street Resurfacing,1074820
39,2014,Alleys,71683
39,2014,Misc.,50615
39,2014,Pedestrian Infrastructure,950
39,2014,Sidewalk Repair,36996
39,2014,Street Resurfacing,1157657
39,2015,Alleys,47896
39,2015,Misc.,39511
39,2015,Pedestrian Infrastructure,34711
39,2015,Sidewalk Repair,16574
39,2015,Street Resurfacing,1181308
39,2016,Alleys,64950
39,2016,Lighting,3300
39,2016,Misc.,48000
39,2016,Pedestrian Infrastructure,3241
39,2016,Sidewalk Repair,48151
39,2016,Street Resurfacing,1017804
39,2017,Alleys,146772
39,2017,Lighting,20650
39,2017,Misc.,25550
39,2017,Misc. CDOT,45256
39,2017,Pedestrian Infrastructure,24008
39,2017,Sidewalk Repair,16376
39,2017,Street Resurfacing,1041387
39,2018,Alleys,14450
39,2018,Beautification,13000
39,2018,Lighting,30700
39,2018,Misc.,116495
39,2018,Misc. CDOT,78778
39,2018,Parks,10000
39,2018,Pedestrian Infrastructure,33714
39,2018,Sidewalk Repair,38585
39,2018,Street Resurfacing,984279
39,2023,Bicycle Infrastructure,150000
39,2023,Lighting,4000
39,2023,Misc.,150000
39,2023,Misc. CDOT,660
39,2023,Pedestrian Infrastructure,50000
39,2023,Sidewalk Repair,21435
39,2023,Street Redesign,150000
39,2023,Street Resurfacing,906274
40,2012,Alleys,203303
40,2012,Lighting,700
40,2012,Misc.,4773
40,2012,Pedestrian Infrastructure,15439
40,2012,Sidewalk Repair,1275
40,2012,Street Resurfacing,1094509
40,2013,Alleys,66103
40,2013,Lighting,2400
40,2013,Misc.,47922
40,2013,Pedestrian Infrastructure,562
40,2013,Sidewalk Repair,6873
40,2013,Street Redesign,12950
40,2013,Street Resurfacing,1183190
40,2014,Alleys,22809
40,2014,Lighting,145050
40,2014,Misc.,18872
40,2014,Sidewalk Repair,53234
40,2014,Street Resurfacing,1079839
40,2015,Alleys,276710
40,2015,Misc.,23290
40,2015,Sidewalk Repair,8877
40,2015,Street Resurfacing,1011097
40,2016,Alleys,79934
40,2016,Lighting,402950
40,2016,Misc.,14143
40,2016,Pedestrian Infrastructure,950
40,2016,Sidewalk Repair,5789
40,2016,Street Redesign,3700
40,2016,Street Resurfacing,810228
40,2017,Alleys,249129
40,2017,Lighting,101000
40,2017,Misc.,10000
40,2017,Pedestrian Infrastructure,1550
40,2017,Sidewalk Repair,23129
40,2017,Street Redesign,1163
40,2017,Street Resurfacing,934031
40,2018,Alleys,260381
40,2018,Lighting,188225
40,2018,Misc.,36330
40,2018,Pedestrian Infrastructure,91011
40,2018,Sidewalk Repair,45204
40,2018,Street Redesign,3700
40,2018,Street Resurfacing,695151
40,2023,Alleys,370795
40,2023,Lighting,1000
40,2023,Pedestrian Infrastructure,320000
40,2023,Sidewalk Repair,200953
40,2023,Street Redesign,70500
40,2023,Street Resurfacing,138594
41,2012,Alleys,52900
41,2012,Lighting,350
41,2012,Parks,120000
41,2012,Pedestrian Infrastructure,2000
41,2012,Sidewalk Repair,11397
41,2012,Street Resurfacing,1132714
41,2013,Alleys,2759
41,2013,Misc.,124881
41,2013,Sidewalk Repair,3627
41,2013,Street Resurfacing,1188732
41,2014,Misc.,4000
41,2014,Street Redesign,21000
41,2014,Street Resurfacing,1294999
41,2015,Alleys,52542
41,2015,Misc.,22600
41,2015,Misc. CDOT,7444
41,2015,Sidewalk Repair,17872
41,2015,Street Redesign,9250
41,2015,Street Resurfacing,1210293
41,2016,Alleys,6597
41,2016,Lighting,1200
41,2016,Misc.,10736
41,2016,Sidewalk Repair,21163
41,2016,Street Redesign,10900
41,2016,Street Resurfacing,1269406
41,2017,Alleys,700
41,2017,Lighting,51650
41,2017,Misc.,41261
41,2017,Misc. CDOT,12000
41,2017,Parks,100307
41,2017,Sidewalk Repair,111337
41,2017,Street Resurfacing,1002746
41,2018,Alleys,700
41,2018,Lighting,1500
41,2018,Misc.,6815
41,2018,Misc. CDOT,25000
41,2018,Parks,277000
41,2018,Pedestrian Infrastructure,600
41,2018,Sidewalk Repair,93074
41,2018,Street Redesign,250
41,2018,Street Resurfacing,915062
41,2023,Lighting,500
41,2023,Misc.,4880
41,2023,Misc. CDOT,11178
41,2023,Street Resurfacing,1466104
42,2012,Alleys,31770
42,2012,Lighting,128900
42,2012,Misc.,29479
42,2012,Pedestrian Infrastructure,32040
42,2012,Sidewalk Repair,205022
42,2012,Street Redesign,55900
42,2012,Street Resurfacing,836721
42,2013,Alleys,700
42,2013,Lighting,56600
42,2013,Misc.,249490
42,2013,Pedestrian Infrastructure,39810
42,2013,Sidewalk Repair,196527
42,2013,Street Redesign,1850
42,2013,Street Resurfacing,774412
42,2014,Bicycle Infrastructure,18000
42,2014,Lighting,108480
42,2014,Misc.,63423
42,2014,Pedestrian Infrastructure,31496
42,2014,Sidewalk Repair,86310
42,2014,Street Redesign,73750
42,2014,Street Resurfacing,938314
42,2015,Alleys,41120
42,2015,Lighting,113650
42,2015,Misc.,50107
42,2015,Misc. CDOT,18025
42,2015,Pedestrian Infrastructure,73024
42,2015,Sidewalk Repair,114088
42,2015,Street Redesign,53150
42,2015,Street Resurfacing,840956
42,2016,Alleys,9182
42,2016,Lighting,587645
42,2016,Misc.,103475
42,2016,Pedestrian Infrastructure,201941
42,2016,Sidewalk Repair,58914
42,2016,Street Redesign,1400
42,2016,Street Resurfacing,270120
42,2016,Viaducts,85500
42,2017,Alleys,32910
42,2017,Lighting,130025
42,2017,Misc.,25000
42,2017,Misc. CDOT,192961
42,2017,Pedestrian Infrastructure,128026
42,2017,Police Cameras,54022
42,2017,Sidewalk Repair,64599
42,2017,Street Redesign,19000
42,2017,Street Resurfacing,668455
42,2018,Alleys,26820
42,2018,Lighting,85069
42,2018,Misc.,108357
42,2018,Misc. CDOT,113599
42,2018,Parks,128044
42,2018,Pedestrian Infrastructure,221535
42,2018,Police Cameras,162066
42,2018,Street Redesign,32050
42,2018,Street Resurfacing,379171
42,2018,Viaducts,63290
42,2023,Alleys,6273
42,2023,Lighting,365000
42,2023,Misc.,4880
42,2023,Misc. CDOT,38965
42,2023,Pedestrian Infrastructure,25684
42,2023,Sidewalk Repair,120000
42,2023,Street Resurfacing,484943
42,2023,Viaducts,166100
43,2012,Alleys,684914
43,2012,Lighting,72470
43,2012,Misc.,23408
43,2012,Parks,10000
43,2012,Pedestrian Infrastructure,10820
43,2012,Sidewalk Repair,155983
43,2012,Street Redesign,1200
43,2012,Street Resurfacing,361205
43,2013,Alleys,643624
43,2013,Lighting,4613
43,2013,Misc.,65320
43,2013,Pedestrian Infrastructure,16700
43,2013,Sidewalk Repair,150533
43,2013,Street Resurfacing,436182
43,2014,Lighting,4550
43,2014,Misc.,18620
43,2014,Pedestrian Infrastructure,8500
43,2014,Sidewalk Repair,18287
43,2014,Street Resurfacing,1270041
43,2015,Alleys,603552
43,2015,Lighting,292700
43,2015,Parks,78500
43,2015,Pedestrian Infrastructure,42721
43,2015,Sidewalk Repair,193971
43,2015,Street Redesign,2750
43,2015,Street Resurfacing,105806
43,2016,Alleys,365606
43,2016,Lighting,311400
43,2016,Misc.,9250
43,2016,Pedestrian Infrastructure,15998
43,2016,Sidewalk Repair,79146
43,2016,Street Redesign,24000
43,2016,Street Resurfacing,370255
43,2017,Alleys,94367
43,2017,Beautification,50000
43,2017,Lighting,915500
43,2017,Misc.,59698
43,2017,Parks,30000
43,2017,Pedestrian Infrastructure,4100
43,2017,Sidewalk Repair,57340
43,2017,Street Resurfacing,108994
43,2018,Alleys,511778
43,2018,Lighting,6900
43,2018,Misc. CDOT,14690
43,2018,Parks,39000
43,2018,Pedestrian Infrastructure,387843
43,2018,Sidewalk Repair,51846
43,2018,Street Resurfacing,220943
43,2018,Viaducts,87000
43,2023,Alleys,442250
43,2023,Lighting,48617
43,2023,Misc.,17333
43,2023,Parks,208082
43,2023,Pedestrian Infrastructure,45888
43,2023,Sidewalk Repair,44656
43,2023,Street Redesign,2500
43,2023,Street Resurfacing,119898
44,2012,Alleys,700
44,2012,Lighting,705350
44,2012,Misc.,71670
44,2012,Pedestrian Infrastructure,5120
44,2012,Sidewalk Repair,264783
44,2012,Street Resurfacing,272306
44,2013,Alleys,107804
44,2013,Lighting,576600
44,2013,Misc.,37233
44,2013,Pedestrian Infrastructure,35216
44,2013,Sidewalk Repair,169645
44,2013,Street Redesign,5550
44,2013,Street Resurfacing,387951
44,2014,Alleys,101376
44,2014,Lighting,452150
44,2014,Misc.,287200
44,2014,Pedestrian Infrastructure,6550
44,2014,Sidewalk Repair,156770
44,2014,Street Redesign,9250
44,2014,Street Resurfacing,306514
44,2015,Alleys,233748
44,2015,Lighting,193800
44,2015,Misc.,21050
44,2015,Parks,44988
44,2015,Pedestrian Infrastructure,3900
44,2015,Sidewalk Repair,123354
44,2015,Street Resurfacing,684237
44,2016,Alleys,155743
44,2016,Misc.,532011
44,2016,Pedestrian Infrastructure,350
44,2016,Sidewalk Repair,130141
44,2016,Street Resurfacing,501756
44,2017,Alleys,435538
44,2017,Lighting,180400
44,2017,Misc.,103700
44,2017,Misc. CDOT,5388
44,2017,Sidewalk Repair,111222
44,2017,Street Redesign,7575
44,2017,Street Resurfacing,476180
44,2018,Alleys,274749
44,2018,Beautification,7500
44,2018,Lighting,67000
44,2018,Misc.,170000
44,2018,Parks,60000
44,2018,Sidewalk Repair,34472
44,2018,Street Resurfacing,706280
44,2023,Alleys,426915
44,2023,Beautification,700
44,2023,Lighting,3500
44,2023,Misc.,24400
44,2023,Misc. CDOT,348164
44,2023,Pedestrian Infrastructure,78144
44,2023,Sidewalk Repair,54207
44,2023,Street Resurfacing,281685
44,2023,Viaducts,500
45,2012,Alleys,408820
45,2012,Lighting,320000
45,2012,Misc.,2025
45,2012,Pedestrian Infrastructure,33821
45,2012,Sidewalk Repair,199320
45,2012,Street Redesign,8400
45,2012,Street Resurfacing,347614
45,2013,Alleys,700
45,2013,Lighting,2800
45,2013,Misc.,412663
45,2013,Parks,2500
45,2013,Pedestrian Infrastructure,5050
45,2013,Sidewalk Repair,160521
45,2013,Street Redesign,5550
45,2013,Street Resurfacing,730073
45,2014,Alleys,59934
45,2014,Bicycle Infrastructure,75716
45,2014,Misc.,5789
45,2014,Parks,100000
45,2014,Pedestrian Infrastructure,4000
45,2014,Sidewalk Repair,138734
45,2014,Street Redesign,22200
45,2014,Street Resurfacing,913135
45,2015,Alleys,29037
45,2015,Lighting,156000
45,2015,Misc.,253536
45,2015,Sidewalk Repair,8758
45,2015,Street Redesign,5550
45,2015,Street Resurfacing,727925
45,2016,Alleys,4900
45,2016,Bicycle Infrastructure,100000
45,2016,Lighting,450
45,2016,Misc.,213507
45,2016,Parks,82762
45,2016,Sidewalk Repair,216574
45,2016,Street Redesign,54220
45,2016,Street Resurfacing,644783
45,2017,Alleys,34897
45,2017,Misc.,51672
45,2017,Misc. CDOT,8292
45,2017,Parks,34664
45,2017,Pedestrian Infrastructure,144945
45,2017,Sidewalk Repair,199572
45,2017,Street Redesign,3700
45,2017,Street Resurfacing,741799
45,2017,Viaducts,30000
45,2018,Alleys,119509
45,2018,Beautification,15909
45,2018,Lighting,500
45,2018,Misc.,22257
45,2018,Parks,15000
45,2018,Pedestrian Infrastructure,79757
45,2018,Sidewalk Repair,209020
45,2018,Street Redesign,51705
45,2018,Street Resurfacing,784920
45,2018,Viaducts,5000
45,2023,Alleys,725
45,2023,Misc.,4880
45,2023,Street Resurfacing,1491274
46,2012,Alleys,197000
46,2012,Lighting,967300
46,2012,Misc.,32997
46,2012,Pedestrian Infrastructure,13900
46,2012,Street Redesign,15000
